"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-01-25 00:00:00","4200 S 52ND ST, MILWAUKEE, WI, 53220-3208","Garbage Supervisor Notification","","The garbage was not picks up on the scheduled day. Neighbors across the street had theirs picked up but no alley pick up for January 24."
"2025-01-25 00:00:00","2573 N 45TH ST, MILWAUKEE, WI, 53210-2915","Bulky Pickup & San Inspector Notification","","4 mattresses left on alley behind unoccupied house"
"2025-01-25 00:00:00","2208 N 49TH ST, MILWAUKEE, WI, 53208-1105","Missed Collection: Garbage","","missed collection"
"2025-01-25 00:00:00","6920 W CENTER ST, MILWAUKEE, WI, 53210-0000","Missed Collection: Garbage","","Yet again, garbage was put out at 6am and hasn’t been picked up at all the entire day."
"2025-01-25 00:00:00","1311 N 6TH ST","Street Light Out","2025-01-26 00:00:00","Several street lights burnt out at the intersection of N 6th St and W McKinley Ave.  It is dark at this intersection and dangerous for pedestrian crossing."
"2025-01-25 00:00:00","1030 N 6TH ST","Potholes","","Several potholes in the area but one very large pothole on the north bound lanes of N. 6th St. at W. Highland Ave."
"2025-01-25 00:00:00","1166 N 50TH ST","Potholes","","Many large potholes on N. Alois St between W. State St and W Vliet St"
"2025-01-25 00:00:00","3619 S PINE AV, MILWAUKEE, WI, 53207-3433","Rats or Rat Harborage","","House 3619 S Pine Ave, Milwaukee WI 53207 is taking care and feeding a rat family in their yard. I want to remain anonymous. Please have these rats removed. We do not need them spreading. The owner has been taking care of these rats and feeding them for weeks now!"
"2025-01-25 00:00:00","2174 N 40TH ST, MILWAUKEE, WI, 53208-1338","Miscellaneous Street Maintenance Request","","The street lights on the side of my house does not come on which makes it too dark and it makes it accessible for someone to hide and try to rob me I work second and third shift so it's dark when I leave and come home if someone can get out here and put some lights up it'll be great. 
And I'm referring to the street lights that's on the side of the house of 2174 the street lights that's right by my back door."
"2025-01-25 00:00:00","4810 W BLUE MOUND RD, MILWAUKEE, WI, 53208-3649","Christmas Tree Pickup","",""
"2025-01-25 00:00:00","2269 N 59TH ST, MILWAUKEE, WI, 53208-1041","Missed Collection: Recycling","2025-01-25 00:00:00","Cart was tucked next to house as I believe it should be. I have since moved to curb."
"2025-01-25 00:00:00","2112 S 24TH ST, MILWAUKEE, WI, 53215-2507","Missed Collection: Recycling","2025-01-25 00:00:00","Third request submitted: recycling carts have not been emptied since beginning of December. Two full carts. Have not been emptied every 15-20 days as per the winter schedule."
"2025-01-25 00:00:00","2538 S LOGAN AV, MILWAUKEE, WI, 53207-1836","Christmas Tree Pickup","","Thank you!"
"2025-01-25 00:00:00","4154 N 40TH ST, MILWAUKEE, WI, 53216-1604","Missed Collection: Garbage","","whole block"
"2025-01-25 00:00:00","4214 N 83RD ST, MILWAUKEE, WI, 53222-1808","Missed Collection: Garbage","2025-01-25 00:00:00",""
"2025-01-25 00:00:00","2237 W ALVINA AV, MILWAUKEE, WI, 53221-4942","Christmas Tree Pickup","","Christmas tree pickup"
"2025-01-25 00:00:00","4353 N 82ND ST, MILWAUKEE, WI, 53222-1998","Missed Collection: Garbage","2025-01-25 00:00:00",""
"2025-01-25 00:00:00","2261 N 59TH ST, MILWAUKEE, WI, 53208-1041","Missed Collection: Recycling","2025-01-25 00:00:00","Recycling truck came the morning of 1/25 and only picked up 2 carts on our entire block even though it is currently winter collection"
"2025-01-25 00:00:00","1220 E LOCUST ST, 101, MILWAUKEE, WI, 53212-2680","Drainage or Standing Water Not Related to a Clogged Catch Basin","","water main break"
"2025-01-25 00:00:00","3172 S 39TH ST, MILWAUKEE, WI, 53215-4015","Christmas Tree Pickup","","Tree will be left at the curb and will be ready to pick up on Monday 1/27"
"2025-01-25 00:00:00","2603 W MICHIGAN ST, MILWAUKEE, WI, 53233-0000","No Heat","","no heat in building"
"2025-01-25 00:00:00","5266 N 28TH ST, MILWAUKEE, WI, 53209-4943","Missed Collection: Recycling","2025-01-25 00:00:00","My recycles has not been picked up on the scheduled day."
"2025-01-25 00:00:00","5902 N 72ND ST, MILWAUKEE, WI, 53218-1824","Scattered Litter and Debris on Private Property","","There is a large pile of trash/debris in rear of the property, along the fence"
"2025-01-24 00:00:00","204 W RESERVOIR AV, 3, MILWAUKEE, WI, 53212-3728","Bulky Pickup & San Inspector Notification","2025-01-25 00:00:00",""
"2025-01-24 00:00:00","1335 N 46TH ST, MILWAUKEE, WI, 53208-0000","City Tree or Bush Trimming Clean Up","","LEAF PICKUP REQUEST // NEIGHBORHOOD REQUESTING LEAF COLLECTION AT LOCATION IN SOUTHBOUND TRAFFIC LANE CONSOLIDATED ON OR BEFORE DECEMBER 1ST 2024 // REQUEST COMPLETION BEFORE FEB ALTERNATIVE SIDE PARKING START // THANK YOU"
"2025-01-24 00:00:00","1723 S 29TH ST","Street Light Out","","S 29th street between Mitchell and Burnham"
"2025-01-24 00:00:00","567 N 93RD ST","Sidewalks Not Shoveled (adjacent to Private Property)","","Snow not cleared from sidewalk"
"2025-01-24 00:00:00","1700 W WISCONSIN AV, MILWAUKEE, WI, 53233-0000","Icy Road","",""
"2025-01-24 00:00:00","1920 W GOLDCREST AV, MILWAUKEE, WI, 53221-5075","Missed Collection: Garbage","2025-01-24 00:00:00",""
"2025-01-24 00:00:00","4731 S 21ST ST, MILWAUKEE, WI, 53221-2905","Garbage Cart: No Cart","","sfh, only cart was taken by the crew."
"2025-01-23 00:00:00","3743 S 91ST ST","Christmas Tree Pickup","2025-01-24 00:00:00","Christmas tree"
"2025-01-23 00:00:00","2750 N 95TH ST, MILWAUKEE, WI, 53222-4509","Area Dark","","street lights went out again overnight. 95th, lorraine, & 97th"
"2025-01-23 00:00:00","2412 N 53RD ST, MILWAUKEE, WI, 53210-2720","INFO ONLY: Garbage Collection Day Information Request","2025-01-23 00:00:00",""
"2025-01-23 00:00:00","3341 N 47TH ST, MILWAUKEE, WI, 53216-3313","Missed Collection: Garbage","","cart was out Tuesday night. caller states on both sides of the street as well all neighbors have carts still full at the curb"
"2025-01-23 00:00:00","3715 N 2ND ST, MILWAUKEE, WI, 53212-1510","Christmas Tree Pickup","","tree is placed curbside"
"2025-01-23 00:00:00","4532 W WELLS ST, MILWAUKEE, WI, 53208-3151","Missed Collection: Recycling","2025-01-23 00:00:00","All houses on block missed recycle."
"2025-01-23 00:00:00","3700 S ALABAMA AV, MILWAUKEE, WI, 53207-4005","Missed Collection: Garbage","2025-01-23 00:00:00","Entire alley homes with full GCarts no collections per caller"
"2025-01-23 00:00:00","8055 W FAIRLANE AV","Settlement","","Snow plow drivers report there is a 10 inch drop at this location causing quite the drop."
"2025-01-22 00:00:00","2179 N 52ND ST, MILWAUKEE, WI, 53208-1136","Leaf Pickup Request","","In the front of house"
"2025-01-22 00:00:00","5301 N TEUTONIA AV, MILWAUKEE, WI, 53209-0000","No Heat","2025-01-22 00:00:00","Report of no heat. The property owner is not responding. The apartment # is 315."
"2025-01-22 00:00:00","2841 W HIGHLAND BL, MILWAUKEE, WI, 53208-0000","No Heat","2025-01-22 00:00:00","Report of no heat in Apt. #307."
"2025-01-22 00:00:00","2239 N HUMBOLDT AV","Settlement","","A deep settlement in the North bound, Right turn lane, 50’ South of North Ave."
"2025-01-22 00:00:00","2057 N COMMERCE ST","Potholes","","Several deep potholes in the North bound lane of Humboldt between Commerce and North Ave."
"2025-01-22 00:00:00","7702 N EDGEWORTH DR, MILWAUKEE, WI, 53223-4323","Missed Collection: Additional Items","","Recycling pickup was missed on Tuesday January 21, 2025 as scheduled in your on-line calendar.  It looks like the entire street was missed as there are carts set out up and down the road."
"2025-01-22 00:00:00","3834 S 1ST ST, MILWAUKEE, WI, 53207-3825","Christmas Tree Pickup","",""
"2025-01-22 00:00:00","1726 S 31ST ST, MILWAUKEE, WI, 53215-0000","Light Pole Splice Box Open","2025-01-22 00:00:00",""
"2025-01-22 00:00:00","10213 W TERRA AV, MILWAUKEE, WI, 53224-2600","Missed Collection: Garbage","","Garbage cans were placed at curb Monday night at 9:00pm. I don’t understand why they did not pick up the garbage."
"2025-01-22 00:00:00","4839 N 110TH ST, MILWAUKEE, WI, 53225-3807","Christmas Tree Pickup","",""
"2025-01-22 00:00:00","8917 W DOGWOOD ST, MILWAUKEE, WI, 53224-4015","INFO ONLY: Garbage Collection Day Information Request","2025-01-22 00:00:00",""
"2025-01-22 00:00:00","3354 N 28TH ST, MILWAUKEE, WI, 53216-3804","Missed Collection: Garbage","2025-01-22 00:00:00","Neighbors carts are emptied not our cart including xtra bags"
"2025-01-22 00:00:00","10059 W ARCH AV, MILWAUKEE, WI, 53224-2772","INFO ONLY: Garbage Collection Day Information Request","2025-01-22 00:00:00","ASL, yesterday was pickup day, wcb after 3pm today"
"2025-01-22 00:00:00","5542 N 38TH ST, MILWAUKEE, WI, 53209-4741","Large Items Discarded on Private Property","2025-01-22 00:00:00","large boxes and furniture has been sitting for weeks and blowing all over the alley"
"2025-01-22 00:00:00","5547 N 37TH ST, MILWAUKEE, WI, 53209-4733","Large Items Discarded on Private Property","2025-01-22 00:00:00","Furniture and debris not picked up for weeks-dumped at the garage"
"2025-01-22 00:00:00","5688 S LORENE AV, MILWAUKEE, WI, 53221-4022","Garbage Cart Collection Request: Cart Not at Collection Point","2025-01-23 00:00:00","ASL Route. 3ft apart unknown if a car was in the way of the 2nd cart"
"2025-01-22 00:00:00","9826 W MENOMONEE PARK CT, MILWAUKEE, WI, 53225-2501","Missed Collection: Additional Items","","2 small desks out, auto route, less than 1 yard"
"2025-01-21 00:00:00","4878 N 55TH ST, MILWAUKEE, WI, 53218-4229","Garbage Supervisor Notification","","Wants g-sup'v call to discuss also.  Says this entire street side missed today when other street side collected, not just 1 missed here; please empty entire area.-"
"2025-01-21 00:00:00","732 S 23RD ST, MILWAUKEE, WI, 53204-1024","Garbage Cart: Missing","","My garbage and recycling bins are missing."
"2025-01-21 00:00:00","6945 N 76TH ST, MILWAUKEE, WI, 53223-0000","No Heat","2025-01-21 00:00:00","NO HOT WATER"
"2025-01-21 00:00:00","1433 W GREENFIELD AV, MILWAUKEE, WI, 53204-2765","Parking Enforcement X8350 Internal Transfer","2025-01-21 00:00:00","Caller requesting ticket escalate to tow C2502308"
"2025-01-20 00:00:00","1817 N MARTIN L KING JR DR, 2, MILWAUKEE, WI, 53212-0000","Potholes","",""
"2025-01-20 00:00:00","1751 N MARTIN L KING JR DR","Potholes","",""
"2025-01-20 00:00:00","1900 N MARTIN L KING JR DR, MILWAUKEE, WI, 53212-3642","Potholes","",""
"2025-01-20 00:00:00","3201 N BUFFUM ST, MILWAUKEE, WI, 53212-0000","Garbage Cart: Damaged","","2 garbage cart lids broken. Need replacement lids."
"2025-01-20 00:00:00","2718 N 60TH ST, MILWAUKEE, WI, 53210-0000","Bump in City Street or Alley","","multiple sunken in slabs more than a inch deep all over this intersection. Destroying car suspensions every day.As we have to drive through the uneven roller coaster, dilapidated roads. All lanes of traffic. I know city leadership doesn't care about the city roads, it's evident as you drive around the city, but this is an issue."
"2025-01-20 00:00:00","10300 W JONEN ST, MILWAUKEE, WI, 53224-5231","Recycling Cart: Missing","",""
"2025-01-19 00:00:00","1849 N 5TH ST","Dead Animal","","Dead Possum near the curb on Reservoir. Exact address would be 500 W Reservoir Ave."
"2025-01-19 00:00:00","2020 W VAN BECK WA, MILWAUKEE, WI, 53221-0000","Missed Collection: Garbage","","Garbage wasn’t picked up last week."
"2025-01-19 00:00:00","1020 E PLEASANT ST, 115, MILWAUKEE, WI, 53202-7401","Insufficient Heat","","I took the photo at 10:51 am. Called property management at 11 am and was advised that a person would be sent. I attempted to call again at 6:10 pm with no response followed by a text and as of 6:40 pm I have not heard further since initial contact at 11 am. I previously advised on 12/15/24 that the main radiator in my apartment was not functional even with the valve completely open."
"2025-01-19 00:00:00","10205 W GRANTOSA DR","Street Light Out","2025-01-19 00:00:00","Street lights out again.  this is too often."
"2025-01-19 00:00:00","2821 S BURRELL ST, MILWAUKEE, WI, 53207-2033","Bulky Pickup & San Inspector Notification","","Need removal of old loveseat."
"2025-01-19 00:00:00","6134 S 20TH ST, MILWAUKEE, WI, 53221-5051","Christmas Tree Pickup","","Front of house on 20th street"
"2025-01-19 00:00:00","2320 W HOPE AV, MILWAUKEE, WI, 53209-6627","Other Miscellaneous Electrical Services Request","2025-01-19 00:00:00","integration_services_1000167_94 posted a comment on Street Light Cycling Request #16425467, a request you reported.

Picture attached."
"2025-01-19 00:00:00","4556 N 36TH ST, MILWAUKEE, WI, 53209-5958","Area Dark","2025-01-19 00:00:00","At least 10 street lights are out! Call city number only got voicemail."
"2025-01-19 00:00:00","2645 N GRANT BL, MILWAUKEE, WI, 53210-2441","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","9343 W MT VERNON AV, MILWAUKEE, WI, 53226-4410","Christmas Tree Pickup","","Artifical Xmas tree to pick up."
"2025-01-19 00:00:00","211 N 62ND ST, MILWAUKEE, WI, 53213-4128","Recycling Cart: Damaged","","Damaged, old, and dirty"
"2025-01-19 00:00:00","213 N 62ND ST, MILWAUKEE, WI, 53213-4128","Garbage Cart: Damaged","","damaged, old, and dirty"
"2025-01-19 00:00:00","2247 S 11TH ST, MILWAUKEE, WI, 53215-2709","Alley Light Out","2025-01-20 00:00:00","The alley light is out behind this address"
"2025-01-19 00:00:00","155 W NORWICH ST, MILWAUKEE, WI, 53207-4363","Missed Collection: Recycling","","two (2) completely full bins since December please come help and empty they have been in the spot designated for pickup and have been overlooked."
"2025-01-19 00:00:00","4019 N 18TH ST, MILWAUKEE, WI, 53209-6801","Area Dark","2025-01-20 00:00:00","Entire street is pitch black."
"2025-01-19 00:00:00","4065 N 16TH ST, MILWAUKEE, WI, 53209-6912","Street Light Out","2025-01-20 00:00:00","Street lights out from 14th to 18th Street, from Capitol Dr to Olive Street, 2nd night in a row"
"2025-01-19 00:00:00","6406 N 87TH ST, MILWAUKEE, WI, 53224-0000","Special Services Miscellaneous","","Caller reports a large piece of carpet is on the road in the eastbound lane causing a traffic hazard at N 86th & N 87th on W Mill Rd."
"2025-01-19 00:00:00","6735 N 53RD ST, MILWAUKEE, WI, 53223-6052","Christmas Tree Pickup","","Tree is by the mailbox for pickup."
"2025-01-19 00:00:00","3714 N 83RD ST, MILWAUKEE, WI, 53222-2951","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","2659 N BUFFUM ST, MILWAUKEE, WI, 53212-0000","Garbage Cart Collection Request: Cart Not at Collection Point","","Normal pick is alley. This cart is on the curb. Not sure where it came from but it is over-flowing. Cart is slightly north of address given in front of tot lot. Suggest removal of cart."
"2025-01-19 00:00:00","1408 N 40TH ST, MILWAUKEE, WI, 53208-0000","Other Miscellaneous Electrical Services Request","2025-01-19 00:00:00","Light pole laying in the middle of the street"
"2025-01-19 00:00:00","7801 W KEEFE AV, MILWAUKEE, WI, 53222-3021","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","1100 S BARCLAY ST, MILWAUKEE, WI, 53204-2419","Graffiti","","This building has had graffiti on 3 sides of the building for over 3 months.  Neighboring buildings are also getting tagged. This area is drawing a  lot of vandalism as is starting to look blighted."
"2025-01-19 00:00:00","135 E WASHINGTON ST, MILWAUKEE, WI, 53204-2434","Graffiti","","This building has had graffiti on all 4  sides of the building for over 3 months.  Neighboring buildings are also getting tagged. This area is drawing a  lot of vandalism as is starting to look blighted."
"2025-01-19 00:00:00","1100 S BARCLAY ST, MILWAUKEE, WI, 53204-2419","Work Being Done Without Permit, Private Property","","The occupants/tenants of this property are operating a sawmill inside of this building illegally. They are hauling truckloads of lumber into the building as well as have stacks  of lumber in the lot. The permitted use for this overlay zone is not a sawmill. I am concerned about the debris that will come from this work as well as a potential fire hazard. This is my second complaint.  Please follow-up and contact me."
"2025-01-19 00:00:00","3276 S PENNSYLVANIA AV, MILWAUKEE, WI, 53207-3132","Christmas Tree Pickup","","Pickup of xmas tree requested"
"2025-01-19 00:00:00","938 N 29TH ST, MILWAUKEE, WI, 53208-3406","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","7911 N 55TH ST","Clogged Catch Basin/Surface Flooding","2025-01-19 00:00:00","A large amount of water is leaching out of the street near a manhole cover. This is causing the surface drainage to flood and freeze."
"2025-01-19 00:00:00","3375 S ILLINOIS AV","Scattered Litter and Debris on Private Property","","Giant brush piles are almost completely blocking the sidewalk on Holt Ave approaching Illinois
I’m tired of getting my coat caught on sticks when trying to squeeze through"
"2025-01-19 00:00:00","1910 E FERNWOOD AV, MILWAUKEE, WI, 53207-3175","Clogged Catch Basin/Surface Flooding","2025-01-19 00:00:00",""
"2025-01-19 00:00:00","3839 S AUSTIN ST, MILWAUKEE, WI, 53207-3912","Christmas Tree Pickup","","Christmas Tree by carts for pickup"
"2025-01-19 00:00:00","2775 S WENTWORTH AV, MILWAUKEE, WI, 53207-2353","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","2915 N DOWNER AV, MILWAUKEE, WI, 53211-3335","Missed Collection: Recycling","","Has not been picked up for several weeks. Both bins are full and have been at the curb line."
"2025-01-19 00:00:00","6714 W SILVER SPRING DR, MILWAUKEE, WI, 53218-3057","All Other Signs","","missing no parking sign for bus stop"
"2025-01-19 00:00:00","1818 E FERNWOOD AV, MILWAUKEE, WI, 53207-3177","Clogged Catch Basin/Surface Flooding","",""
"2025-01-19 00:00:00","3110 S 84TH ST, MILWAUKEE, WI, 53227-4606","Christmas Tree Pickup","","Christmas tree pick-up."
"2025-01-19 00:00:00","3135 N SHEPARD AV, MILWAUKEE, WI, 53211-3135","Missed Collection: Garbage","","Cart has been out since last Tuesday afternoon (pickup should’ve been Wednesday.) neighbors cart not picked up either."
"2025-01-19 00:00:00","515 W RESERVOIR AV, MILWAUKEE, WI, 53212-3634","Dead Animal","","raccoon"
"2025-01-19 00:00:00","4855 N 72ND ST, MILWAUKEE, WI, 53218-3841","Recycling Cart: New Customer","","Just moved in do not have a recycling bin"
"2025-01-19 00:00:00","2872 N 81ST ST","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","5575 S 23RD ST, MILWAUKEE, WI, 53221-4270","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","1109 E NORWICH ST, MILWAUKEE, WI, 53207-4515","Christmas Tree Pickup","","Christmas tree"
"2025-01-19 00:00:00","3224 S BURRELL ST, MILWAUKEE, WI, 53207-2753","Christmas Tree Pickup","","Thank you"
"2025-01-19 00:00:00","2900 A N 23RD ST, MILWAUKEE, WI, 53206-1647","Special Pickup - Accident Debris","",""
"2025-01-19 00:00:00","8033 W DIXON ST, MILWAUKEE, WI, 53214-1441","Christmas Tree Pickup","","12 total Christmas trees for pick-up at the following addresses: 8033 W Dixon St, 173 S 81st St, 181 S 80th St, 170 S 80th St, 182 S 79th St, 127 S 78th St, 317 S 78th St, 311 S 78th St, 122 S 78th St, 8205 W. Honey Creek Pkwy (side), 8245 W Honey Creek Pkwy, 8303 W Honey Creek Pkwy."
"2025-01-19 00:00:00","3376 N BUFFUM ST, MILWAUKEE, WI, 53212-1648","Drainage or Standing Water Not Related to a Clogged Catch Basin","","Broken water main in the street"
"2025-01-19 00:00:00","8011 W OKLAHOMA AV, MILWAUKEE, WI, 53219-0000","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","2854 N SUMMIT AV, 2, MILWAUKEE, WI, 53211-3438","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","2770 N 90TH ST, MILWAUKEE, WI, 53222-4609","Christmas Tree Pickup","","Christmas tree in alley by garbage bins"
"2025-01-19 00:00:00","136 N MILWAUKEE ST, MILWAUKEE, WI, 53202-0000","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","1931 N BARTLETT AV, MILWAUKEE, WI, 53202-1425","Christmas Tree Pickup","",""
"2025-01-19 00:00:00","2577 S LOGAN AV, MILWAUKEE, WI, 53207-1865","Missed Collection: Additional Items","","Trash and recycling that won’t fit in trash"
"2025-01-19 00:00:00","2935 N PROSPECT AV, MILWAUKEE, WI, 53211-3345","Garbage Cart Collection Request: Cart Not at Collection Point","",""
"2025-01-19 00:00:00","3802 N 54TH BL, MILWAUKEE, WI, 53216-2206","Miscellaneous Street Maintenance Request","","pipe sticking above grade about 4-5 inches. street is not settling. located in middle of intersection. please correct."
"2025-01-19 00:00:00","3402 W THURSTON AV, MILWAUKEE, WI, 53209-4049","Christmas Tree Pickup","","Christmas tree pick up/removal for 3402 W Thurston Ave. 53209"
"2025-01-19 00:00:00","5423 W WASHINGTON BL, MILWAUKEE, WI, 53208-1644","Recycling Cart Collection Request: Cart Not at Collection Point","","We have not received a notification of Milwaukee Recycling Service since Nov 2024. Our Recycle bins are completely full and the next scheduled service is February 3rd (2 full weeks away). Winter service should be picking up the recycle from the storage bin location (Parking Slab), which is where both receptacles are being visibly stored. Can you schedule a recycle pickup before Feb. 3, 2025?"
"2025-01-19 00:00:00","6925 W HOWARD AV, MILWAUKEE, WI, 53220-1810","Recycling Cart Collection Request: Cart Not at Collection Point","","6911 and 6925"
"2025-01-19 00:00:00","2846 S LINEBARGER TR, MILWAUKEE, WI, 53207-2541","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","1419 N 58TH ST, MILWAUKEE, WI, 53208-2135","Area Dark","2025-01-19 00:00:00","AREA DARK // CHECK FOR LOCAL CIRCUIT TROUBLE"
"2025-01-18 00:00:00","1423 N 54TH ST, MILWAUKEE, WI, 53208-2264","Area Dark","2025-01-19 00:00:00","AREA DARK // CHECK FOR LOCAL CIRCUIT TROUBLE"
"2025-01-18 00:00:00","2904 S PINE AV, MILWAUKEE, WI, 53207-2419","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","2740 N MARYLAND AV, MILWAUKEE, WI, 53211-3734","Christmas Tree Pickup","","There are several in the alley besides mine. Thank you!!"
"2025-01-18 00:00:00","2616 W WISCONSIN AV, 404, MILWAUKEE, WI, 53233-2945","No Heat","","There is no heat in the apartment 404 on 2616 w Wisconsin apt 404.i call the maintenance service several times on yesterday no one answered my complaint about this issue."
"2025-01-18 00:00:00","1967 N BARTLETT AV, MILWAUKEE, WI, 53202-1461","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3344 S 12TH ST, MILWAUKEE, WI, 53215-5006","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","4202 N TEUTONIA AV, MILWAUKEE, WI, 53209-6734","Miscellaneous Street Maintenance Request","","at intersection of teutonia and atkinson. ashpahlt settled around pipe. pipe needs new cover it is about 4 inches above asphalt  . please backfill"
"2025-01-18 00:00:00","3649 S 23RD ST, MILWAUKEE, WI, 53221-1413","Missed Collection: Recycling","","Carts have been at collection point for over four days which the duration was only supposed to be three days and has not been picked up yet. They are full and the recycling is overflowing in my house now as well waiting for them to be emptied. The rest of my street is waiting as well."
"2025-01-18 00:00:00","811 W ABBOTT AV, MILWAUKEE, WI, 53221-3636","Bulky Pickup & San Inspector Notification","","couch carpet"
"2025-01-18 00:00:00","2745 N MARYLAND AV, MILWAUKEE, WI, 53211-3735","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","12355 W PARK PL","Gates / Signals Problem","","The traffic signal timing between the interstate, Bradley, and the Sams Club signals causes unnecessary backups. This results in backups onto the freeway ramps, aggressive drivers weaving around traffic and running red lights. Very dangerous with the pedestrian traffic in the area."
"2025-01-18 00:00:00","1827 E RUSK AV, MILWAUKEE, WI, 53207-2555","Christmas Tree Pickup","","I’ve set my tree out for pick up! Thank you so much!!"
"2025-01-18 00:00:00","4414 N 56TH ST, MILWAUKEE, WI, 53218-5606","Scattered Litter and Debris on Private Property","","Garbage scattered all over alley in way of bagging out and driving traffic overflowing garbage way too often"
"2025-01-18 00:00:00","4463 W LEON TR, MILWAUKEE, WI, 53216-2428","Bulky Pickup & San Inspector Notification","",""
"2025-01-18 00:00:00","2446 N 46TH ST, MILWAUKEE, WI, 53210-2918","Garbage Cart: No Cart","",""
"2025-01-18 00:00:00","2959 N STOWELL AV, MILWAUKEE, WI, 53211-3350","Christmas Tree Pickup","","undefined"
"2025-01-18 00:00:00","3025 N 62ND ST, MILWAUKEE, WI, 53210-1425","Street Light Out","2025-01-19 00:00:00","Good morning,

The (less than one year old) Brand New Street Light just south of my driveway hasn’t worked in months. Located directly in front of my neighbors house. 3019 n 62nd street Milwaukee, Wi 53210. Please call if you have questions. 

Best, 

Joseph Feltz
414-639-6950"
"2025-01-18 00:00:00","2200 W KILBOURN AV, MILWAUKEE, WI, 53233-0000","Plumbing Problem","","no water in buikding"
"2025-01-18 00:00:00","154 N 75TH ST, MILWAUKEE, WI, 53213-3558","Christmas Tree Pickup","","Thank you"
"2025-01-18 00:00:00","8132 W KATHRYN AV, MILWAUKEE, WI, 53218-3639","Garbage Cart: Additional","","Requesting for an additional garbage cart"
"2025-01-18 00:00:00","1012 W LINCOLN AV, MILWAUKEE, WI, 53215-0000","Graffiti","","Rear of building (alley) at the posted address.. Tag was placed overnight 01/17-01/18"
"2025-01-18 00:00:00","5262 N 38TH ST, MILWAUKEE, WI, 53209-4767","Backwater","","sewer back up"
"2025-01-18 00:00:00","2714 N RICHARDS ST, MILWAUKEE, WI, 53212-2438","Missed Collection: Recycling","","no collection"
"2025-01-18 00:00:00","2040 N 53RD ST, MILWAUKEE, WI, 53208-1762","Christmas Tree Pickup","","please pickup christmas tree at curb, 2040 n 53rd st thank you"
"2025-01-18 00:00:00","2726 W STATE ST, MILWAUKEE, WI, 53208-3548","Recycling Cart: Missing","","Someone stole it while I was on vacation"
"2025-01-18 00:00:00","4075 N TEUTONIA AV, MILWAUKEE, WI, 53209-6729","Special Pickup - Accident Debris","","Debris from Capitol to Atkinson swept in curb of north bound lanes"
"2025-01-18 00:00:00","5408 W VINE ST, MILWAUKEE, WI, 53208-1672","Missed Collection: Garbage","","missed collection always"
"2025-01-18 00:00:00","2854 N LEFEBER AV, MILWAUKEE, WI, 53210-1142","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3025 N 62ND ST, MILWAUKEE, WI, 53210-1425","All Other Signs","","Good morning,

There is a temporary round a bout at the intersection of 61st & chambers. Someone hit one of the signs so now there are only 3 signs where there should be 4. This means traffic coming from the south have no sign to direct them.  The one missing is on the south side of the intersection. Please call me if you have questions. 

Best,

Joe Feltz
414-639-6950"
"2025-01-18 00:00:00","4006 N 41ST ST, MILWAUKEE, WI, 53216-1606","Missed Collection: Garbage","","missed collection"
"2025-01-18 00:00:00","2731 N HUMBOLDT BL, MILWAUKEE, WI, 53212-2615","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","4607 W HADLEY ST, MILWAUKEE, WI, 53210-2448","Recycling Cart: No Cart","","this is a duplication of an older work request to replace a stolen cart at the same address. i only need one cart, but i need a cart."
"2025-01-18 00:00:00","228 E HADLEY ST, MILWAUKEE, WI, 53212-2431","Christmas Tree Pickup","","Christmas tree will be between a sign and a small tree on the curb in front of the house."
"2025-01-18 00:00:00","3071 N NEWHALL ST, MILWAUKEE, WI, 53211-3227","Christmas Tree Pickup","","tree is in alley at normal pickup spot."
"2025-01-18 00:00:00","2656 N 36TH ST, MILWAUKEE, WI, 53210-2523","Garbage Cart: No Cart","",""
"2025-01-18 00:00:00","5361 N 57TH ST, MILWAUKEE, WI, 53218-3225","Backwater","2025-01-18 00:00:00","back water"
"2025-01-18 00:00:00","2732 N MENOMONEE RIVER PK, MILWAUKEE, WI, 53222-4543","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3717 N 37TH ST, MILWAUKEE, WI, 53216-3007","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3423 N 36TH ST, MILWAUKEE, WI, 53216-3719","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3269 S DELAWARE AV, MILWAUKEE, WI, 53207-3020","Christmas Tree Pickup","",""
